nr, area, centroidx, centroidy, numBars, pixPerBar0, ..., pixPerBarN, vertex1x, vertex1y, vertex2x, ...
0, 0.041666666666666664, 0.027777777777777776, 0.36111111111111105, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08333333333333333, 0.08333333333333333, 0, 1
1, 0.0037878787878787915, 0.05808080808080805, 0.3914141414141412, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.08333333333333333, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0, 1
2, 0.004545454545454547, 0.06363636363636367, 0.39696969696969775, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.09090909090909091, 0.09090909090909091, 0.1, 0.1, 0, 1
3, 0.012499999999999997, 0.075, 0.4083333333333332, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.1, 0.1, 0.125, 0.125, 0, 1
4, 0.008928571428571425, 0.0892857142857143, 0.42261904761904756, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.125, 0.125, 0.14285714285714285, 0.14285714285714285, 0, 1
5, 0.03273809523809523, 0.0993867243867244, 0.5387806637806639, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.125, 0.625, 0, 1
6, 0.00622294372294372, 0.1547226927661711, 0.3772899805508505, 9, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0.16666666666666666, 0.16666666666666666, 0.18181818181818182, 0.18181818181818182, 0.14285714285714285, 0.5714285714285714, 0.125, 0.625
7, 0.006277056277056284, 0.17297606607951443, 0.3579788028063888, 9, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.18181818181818182, 0.18181818181818182, 0.2, 0.2, 0.16666666666666666, 0.5, 0.14285714285714285, 0.5714285714285714
8, 0.008333333333333331, 0.20555555555555546, 0.31666666666666654, 9, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0.2, 0.2, 0.25, 0.25, 0.16666666666666666, 0.5
9, 0.013095238095238097, 0.19256854256854258, 0.5062770562770561, 9, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.25, 0.25, 0.2, 0.6000000000000001, 0.14285714285714285, 0.7142857142857142, 0.16666666666666666, 0.5
10, 0.0029761904761904726, 0.1448412698412699, 0.6309523809523808, 9, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.14285714285714285, 0.7142857142857142, 0.125, 0.75, 0.14285714285714285, 0.5714285714285714, 0.16666666666666666, 0.5
11, 0.001984126984126991, 0.12632275132275114, 0.6789021164021154, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0.125, 0.75, 0.1111111111111111, 0.7777777777777777, 0.125, 0.625, 0.14285714285714285, 0.5714285714285714
12, 0.006944444444444434, 0.07870370370370372, 0.8009259259259264, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.1111111111111111, 0.7777777777777777, 0, 1, 0.125, 0.625
13, 0.002777777777777775, 0.22407407407407387, 0.46851851851851917, 9, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.25, 0.25, 0.2222222222222222, 0.5555555555555554, 0.2, 0.6000000000000001
14, 0.006313131313131312, 0.24831649831649838, 0.3927609427609429, 9, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0.25, 0.25, 0.2727272727272727, 0.2727272727272727, 0.25, 0.5, 0.2222222222222222, 0.5555555555555554
