nr, area, centx, centy, pix0, pix1, pix2, pix3, pix4, pix5
58, 0.008928571428571452, 0.910714285714286, 0.04761904761904774, 1, 0, 4, 1, 1, 1
59, 0.06746031746031744, 0.8750389044506692, 0.4016495487083724, 1, 1, 3, 1, 1, 1
60, 0.015873015873015928, 0.8019179894179876, 0.4804894179894181, 1, 1, 3, 1, 1, 0
61, 0.01904761904761898, 0.7721230158730166, 0.4749007936507937, 1, 1, 3, 1, 0, 1
62, 0.022619047619047622, 0.7313700918964084, 0.46996658312447814, 1, 1, 3, 0, 1, 1
63, 0.011904761904761862, 0.8968253968253982, 0.5634920634920633, 1, 1, 4, 0, 1, 1
64, 0.008928571428571452, 0.9107142857142835, 0.5773809523809522, 1, 1, 4, 1, 0, 1
65, 0.00694444444444442, 0.9212962962962973, 0.587962962962964, 1, 1, 4, 1, 1, 0
66, 0.05555555555555558, 0.9629629629629628, 0.6296296296296294, 1, 1, 4, 1, 1, 1
67, 0.005952380952380931, 0.7103174603174599, 0.4007936507936528, 1, 1, 2, 1, 1, 1
68, 0.014880952380952411, 0.6686507936507932, 0.48134920634920564, 1, 1, 2, 1, 1, 0
69, 0.013690476190476183, 0.6181331953071081, 0.48383367839889574, 1, 1, 2, 1, 0, 1
70, 0.0031746031746031633, 0.5756613756613748, 0.4851851851851854, 1, 1, 2, 0, 1, 1
71, 0.003968253968253954, 0.5423280423280423, 0.49470899470899543, 1, 1, 2, 0, 1, 0
