nr, area, centx, centy, pix0, pix1, pix2, pix3, pix4, pix5
0, 0.05555555555555555, 0.037037037037037035, 0.37037037037037035, 0, 0, 0, 0, 0, 0
1, 0.0069444444444444475, 0.07870370370370368, 0.41203703703703703, 0, 0, 0, 0, 0, 1
2, 0.02083333333333333, 0.09722222222222224, 0.4305555555555557, 0, 0, 0, 0, 1, 0
3, 0.03888888888888889, 0.1328042328042328, 0.48518518518518494, 0, 0, 0, 1, 0, 0
4, 0.0027777777777777783, 0.22407407407407398, 0.29074074074074063, 0, 0, 0, 1, 0, 1
5, 0.008333333333333338, 0.2055555555555557, 0.4722222222222223, 0, 0, 1, 0, 0, 1
6, 0.016666666666666677, 0.12222222222222225, 0.6888888888888893, 0, 0, 1, 0, 0, 0
7, 0.01666666666666667, 0.26111111111111107, 0.39444444444444443, 0, 0, 1, 0, 1, 0
8, 0.0380952380952381, 0.22539682539682537, 0.711111111111111, 0, 1, 0, 0, 1, 0
9, 0.007738095238095231, 0.16022588522588538, 0.8068376068376072, 0, 1, 0, 0, 0, 1
10, 0.02083333333333333, 0.09722222222222218, 0.8888888888888888, 0, 1, 0, 0, 0, 0
11, 0.016666666666666663, 0.2611111111111109, 0.777777777777778, 0, 1, 0, 1, 0, 0
12, 0.026785714285714274, 0.31283068783068785, 0.6620370370370371, 0, 1, 0, 1, 0, 1
13, 0.04543650793650794, 0.36828920311453056, 0.6902272359695939, 0, 1, 0, 1, 1, 0
14, 0.011111111111111113, 0.44814814814814796, 0.5814814814814813, 0, 1, 0, 1, 1, 1
15, 0.012500000000000011, 0.42500000000000054, 0.7999999999999993, 0, 1, 1, 0, 1, 1
16, 0.00416666666666668, 0.3694444444444433, 0.933333333333332, 0, 1, 1, 0, 1, 0
17, 0.0071428571428571175, 0.4428571428571433, 0.8333333333333346, 0, 1, 1, 1, 0, 1
18, 0.03174603174603177, 0.49470899470899443, 0.7685185185185184, 0, 1, 1, 1, 1, 0
19, 0.023611111111111138, 0.5641067538126364, 0.7484204793028325, 0, 1, 1, 1, 1, 1
20, 0.00416666666666668, 0.6305555555555544, 0.6972222222222213, 0, 1, 1, 1, 2, 0
21, 0.00952380952380949, 0.6126984126984126, 0.8555555555555563, 0, 2, 0, 1, 2, 0
22, 0.0071428571428571175, 0.5571428571428554, 0.9333333333333323, 0, 2, 0, 1, 1, 1
23, 0.00416666666666668, 0.6305555555555544, 0.8888888888888874, 0, 2, 0, 2, 1, 0
24, 0.020833333333333315, 0.6805555555555559, 0.8333333333333338, 0, 2, 0, 2, 1, 1
25, 0.005952380952380987, 0.710317460317461, 0.9166666666666643, 0, 2, 1, 1, 1, 1
26, 0.007936507936507908, 0.7473544973544974, 0.8842592592592602, 0, 2, 1, 1, 2, 0
27, 0.011111111111111127, 0.7898148148148145, 0.8981481481481488, 0, 2, 1, 1, 2, 1
28, 0.007738095238095211, 0.8397741147741166, 0.9284188034188035, 0, 2, 1, 2, 1, 1
29, 0.0019841269841270326, 0.8736772486772406, 0.942129629629623, 0, 2, 1, 2, 2, 0
30, 0.00694444444444442, 0.9212962962962973, 0.962962962962964, 0, 2, 1, 2, 2, 1
31, 0.006944444444444444, 0.0787037037037037, 0.037037037037037035, 1, 0, 0, 0, 0, 0
32, 0.001984126984126984, 0.12632275132275128, 0.05787037037037037, 1, 0, 0, 0, 0, 1
33, 0.007738095238095238, 0.16022588522588524, 0.07158119658119656, 1, 0, 0, 0, 1, 0
34, 0.01111111111111111, 0.2101851851851852, 0.10185185185185187, 1, 0, 0, 1, 0, 0
35, 0.007936507936507936, 0.25264550264550256, 0.11574074074074074, 1, 0, 0, 1, 0, 1
36, 0.005952380952380952, 0.2896825396825397, 0.08333333333333333, 1, 0, 0, 1, 1, 0
37, 0.020833333333333336, 0.3194444444444444, 0.16666666666666666, 1, 0, 1, 0, 1, 0
38, 0.004166666666666666, 0.3694444444444451, 0.11111111111111102, 1, 0, 1, 0, 1, 1
39, 0.009523809523809532, 0.3873015873015869, 0.1444444444444445, 1, 0, 1, 1, 0, 1
40, 0.007142857142857152, 0.44285714285714306, 0.06666666666666674, 1, 0, 1, 1, 1, 0
41, 0.023611111111111083, 0.43589324618736386, 0.2515795206971678, 1, 1, 0, 1, 1, 0
42, 0.031746031746031744, 0.5052910052910051, 0.23148148148148148, 1, 1, 0, 1, 1, 1
43, 0.007142857142857145, 0.5571428571428585, 0.16666666666666666, 1, 1, 0, 1, 2, 0
44, 0.004166666666666673, 0.3694444444444442, 0.30277777777777776, 1, 1, 0, 1, 0, 1
45, 0.012499999999999956, 0.5749999999999994, 0.1999999999999998, 1, 1, 0, 2, 1, 0
46, 0.004166666666666652, 0.6305555555555553, 0.0666666666666665, 1, 1, 0, 2, 1, 1
47, 0.045436507936508, 0.6317107968854695, 0.30977276403040577, 1, 1, 1, 1, 1, 1
48, 0.011111111111111127, 0.5518518518518514, 0.41851851851851857, 1, 1, 1, 1, 1, 0
49, 0.026785714285714274, 0.6871693121693117, 0.33796296296296297, 1, 1, 1, 1, 2, 0
50, 0.016666666666666663, 0.7388888888888901, 0.22222222222222204, 1, 1, 1, 1, 2, 1
51, 0.038095238095238126, 0.7746031746031738, 0.288888888888889, 1, 1, 1, 2, 1, 1
52, 0.007738095238095266, 0.8397741147741178, 0.19316239316239345, 1, 1, 1, 2, 2, 0
53, 0.02083333333333337, 0.9027777777777779, 0.1111111111111113, 1, 1, 1, 2, 2, 1
54, 0.01666666666666658, 0.8777777777777774, 0.31111111111111156, 1, 2, 0, 2, 2, 1
55, 0.008333333333333304, 0.7944444444444448, 0.5277777777777778, 1, 2, 0, 2, 2, 0
56, 0.01666666666666669, 0.7388888888888884, 0.6055555555555555, 1, 2, 0, 2, 1, 1
57, 0.03888888888888897, 0.8671957671957663, 0.5148148148148145, 1, 2, 1, 1, 2, 1
58, 0.00277777777777774, 0.7759259259259305, 0.7092592592592625, 1, 2, 1, 1, 2, 0
