nr, area, centx, centy, pix0, pix1, pix2, pix3, pix4, pix5
59, 0.01904761904761898, 0.7721230158730166, 0.4749007936507937, 1, 1, 1, 3, 0, 1
60, 0.028571428571428525, 0.7269841269841276, 0.4555555555555564, 1, 1, 1, 2, 1, 1
61, 0.014880952380952411, 0.6686507936507932, 0.48134920634920564, 1, 1, 1, 2, 1, 0
62, 0.013690476190476183, 0.6181331953071081, 0.48383367839889574, 1, 1, 1, 2, 0, 1
63, 0.0031746031746031633, 0.5756613756613748, 0.4851851851851854, 1, 1, 1, 1, 1, 1
64, 0.003968253968253954, 0.5423280423280423, 0.49470899470899543, 1, 1, 1, 1, 1, 0
65, 0.050793650793650835, 0.8741402116402113, 0.5262235449735446, 1, 1, 2, 2, 1, 1
66, 0.00277777777777774, 0.7759259259259305, 0.7092592592592625, 1, 1, 2, 2, 1, 0
67, 0.008928571428571452, 0.9107142857142835, 0.5773809523809522, 1, 1, 2, 3, 0, 1
68, 0.00694444444444442, 0.9212962962962973, 0.587962962962964, 1, 1, 2, 3, 1, 0
69, 0.05555555555555558, 0.9629629629629628, 0.6296296296296294, 1, 1, 2, 3, 1, 1
