nr, area, centx, centy, pix0, pix1, pix2, pix3, pix4, pix5, vertex1x, vertex1y, vertex2x, ...
0, 0.05555555555555555, 0.037037037037037035, 0.37037037037037035, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0, 1
1, 0.0069444444444444475, 0.07870370370370368, 0.41203703703703703, 0, 0, 0, 0, 0, 1, 0.1111111111111111, 0.1111111111111111, 0.125, 0.125, 0, 1
2, 0.008928571428571425, 0.0892857142857143, 0.42261904761904756, 0, 0, 0, 0, 1, 0, 0.125, 0.125, 0.14285714285714285, 0.14285714285714285, 0, 1
3, 0.011904761904761904, 0.10317460317460318, 0.43650793650793673, 0, 0, 0, 1, 0, 0, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0, 1
4, 0.055555555555555566, 0.12962962962962965, 0.5462962962962963, 0, 0, 1, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.6666666666666667, 0, 1
5, 0.011111111111111113, 0.2101851851851854, 0.4268518518518521, 0, 0, 1, 0, 0, 1, 0.2222222222222222, 0.2222222222222222, 0.25, 0.25, 0.2, 0.6000000000000001, 0.16666666666666666, 0.6666666666666667
6, 0.010714285714285711, 0.24523809523809523, 0.4063492063492064, 0, 0, 1, 0, 1, 0, 0.25, 0.25, 0.2857142857142857, 0.2857142857142857, 0.25, 0.5, 0.2, 0.6000000000000001
7, 0.005952380952380952, 0.2896825396825397, 0.3730158730158729, 0, 0, 1, 1, 0, 0, 0.2857142857142857, 0.2857142857142857, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5
8, 0.025000000000000015, 0.24259259259259244, 0.6851851851851849, 0, 1, 0, 1, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.2, 1, 0.16666666666666666, 1, 0.25, 0.5
9, 0.013095238095238104, 0.19256854256854247, 0.7606060606060597, 0, 1, 0, 0, 1, 0, 0.16666666666666666, 1, 0.14285714285714285, 1, 0.2, 0.6000000000000001, 0.25, 0.5
10, 0.007738095238095231, 0.16022588522588538, 0.8068376068376072, 0, 1, 0, 0, 0, 1, 0.14285714285714285, 1, 0.125, 1, 0.16666666666666666, 0.6666666666666667, 0.2, 0.6000000000000001
11, 0.02083333333333333, 0.09722222222222218, 0.8888888888888888, 0, 1, 0, 0, 0, 0, 0.125, 1, 0, 1, 0.16666666666666666, 0.6666666666666667
12, 0.016666666666666663, 0.2611111111111109, 0.777777777777778, 0, 1, 1, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.25, 1, 0.2, 1
13, 0.026785714285714274, 0.31283068783068785, 0.6620370370370371, 0, 1, 1, 0, 0, 1, 0.3333333333333333, 0.3333333333333333, 0.375, 0.375, 0.2857142857142857, 1, 0.25, 1
14, 0.03273809523809523, 0.3573232323232324, 0.687770562770563, 0, 1, 1, 0, 1, 0, 0.375, 0.375, 0.42857142857142855, 0.42857142857142855, 0.3333333333333333, 1, 0.2857142857142857, 1
15, 0.01686507936507939, 0.38986150015561777, 0.7550575785869896, 0, 1, 1, 1, 0, 0, 0.42857142857142855, 0.42857142857142855, 0.4444444444444444, 0.4444444444444444, 0.375, 1, 0.3333333333333333, 1
16, 0.02361111111111111, 0.4358932461873641, 0.6971677559912853, 0, 1, 1, 1, 0, 1, 0.4444444444444444, 0.4444444444444444, 0.5, 0.5, 0.4, 1, 0.375, 1
17, 0.0071428571428571175, 0.4428571428571433, 0.8333333333333346, 0, 1, 2, 0, 0, 1, 0.5, 0.5, 0.42857142857142855, 1, 0.4, 1
18, 0.03174603174603177, 0.49470899470899443, 0.7685185185185184, 0, 1, 2, 0, 1, 0, 0.5, 0.5, 0.5555555555555556, 0.5555555555555556, 0.5, 1, 0.42857142857142855, 1
19, 0.003968253968253954, 0.5423280423280411, 0.7089947089947078, 0, 1, 2, 0, 1, 1, 0.5555555555555556, 0.5555555555555556, 0.5714285714285714, 0.5714285714285714, 0.5, 1
20, 0.019642857142857184, 0.568506493506494, 0.7563852813852818, 0, 1, 2, 1, 0, 1, 0.5714285714285714, 0.5714285714285714, 0.625, 0.625, 0.6, 0.8000000000000007, 0.5, 1
21, 0.00416666666666668, 0.6305555555555544, 0.6972222222222213, 0, 1, 2, 1, 1, 0, 0.625, 0.625, 0.6666666666666666, 0.6666666666666666, 0.6, 0.8000000000000007
22, 0.00952380952380949, 0.6126984126984126, 0.8555555555555563, 0, 2, 1, 1, 1, 0, 0.6666666666666666, 0.6666666666666666, 0.6, 1, 0.5714285714285714, 1, 0.6, 0.8000000000000007
23, 0.0071428571428571175, 0.5571428571428554, 0.9333333333333323, 0, 2, 1, 1, 0, 1, 0.5714285714285714, 1, 0.5, 1, 0.6, 0.8000000000000007
24, 0.00416666666666668, 0.6305555555555544, 0.8888888888888874, 0, 2, 2, 0, 1, 0, 0.6666666666666666, 0.6666666666666666, 0.625, 1, 0.6, 1
25, 0.014880952380952384, 0.6686507936507945, 0.8380952380952389, 0, 2, 2, 0, 1, 1, 0.6666666666666666, 0.6666666666666666, 0.7142857142857143, 0.7142857142857143, 0.6666666666666666, 1, 0.625, 1
26, 0.011904761904761918, 0.7103174603174605, 0.8690476190476178, 0, 2, 2, 1, 0, 1, 0.7142857142857143, 0.7142857142857143, 0.75, 0.75, 0.7142857142857143, 1, 0.6666666666666666, 1
27, 0.007936507936507908, 0.7473544973544974, 0.8842592592592602, 0, 2, 2, 1, 1, 0, 0.75, 0.75, 0.7777777777777778, 0.7777777777777778, 0.75, 1, 0.7142857142857143, 1
28, 0.011111111111111127, 0.7898148148148145, 0.8981481481481488, 0, 2, 2, 1, 1, 1, 0.7777777777777778, 0.7777777777777778, 0.8333333333333334, 0.8333333333333334, 0.8, 1, 0.75, 1
29, 0.004761904761904745, 0.8301587301587323, 0.9246031746031752, 0, 2, 3, 0, 1, 1, 0.8333333333333334, 0.8333333333333334, 0.8571428571428571, 0.8571428571428571, 0.8333333333333334, 1, 0.8, 1
30, 0.0029761904761904656, 0.8551587301587315, 0.9345238095238086, 0, 2, 3, 1, 0, 1, 0.8571428571428571, 0.8571428571428571, 0.875, 0.875, 0.8571428571428571, 1, 0.8333333333333334, 1
31, 0.0019841269841270326, 0.8736772486772406, 0.942129629629623, 0, 2, 3, 1, 1, 0, 0.875, 0.875, 0.8888888888888888, 0.8888888888888888, 0.875, 1, 0.8571428571428571, 1
32, 0.00694444444444442, 0.9212962962962973, 0.962962962962964, 0, 2, 3, 1, 1, 1, 0.8888888888888888, 0.8888888888888888, 1, 1, 0.875, 1
33, 0.006944444444444444, 0.0787037037037037, 0.037037037037037035, 1, 0, 0, 0, 0, 0, 0, 0, 0.125, 0, 0.1111111111111111, 0.1111111111111111
34, 0.001984126984126984, 0.12632275132275128, 0.05787037037037037, 1, 0, 0, 0, 0, 1, 0.125, 0, 0.14285714285714285, 0, 0.125, 0.125, 0.1111111111111111, 0.1111111111111111
35, 0.002976190476190476, 0.1448412698412699, 0.06547619047619045, 1, 0, 0, 0, 1, 0, 0.14285714285714285, 0, 0.16666666666666666, 0, 0.14285714285714285, 0.14285714285714285, 0.125, 0.125
36, 0.004761904761904762, 0.16984126984126985, 0.07539682539682539, 1, 0, 0, 1, 0, 0, 0.16666666666666666, 0, 0.2, 0, 0.16666666666666666, 0.16666666666666666, 0.14285714285714285, 0.14285714285714285
37, 0.01111111111111111, 0.2101851851851852, 0.10185185185185187, 1, 0, 1, 0, 0, 0, 0.2, 0, 0.25, 0, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.16666666666666666
38, 0.007936507936507936, 0.25264550264550256, 0.11574074074074074, 1, 0, 1, 0, 0, 1, 0.25, 0, 0.2857142857142857, 0, 0.25, 0.25, 0.2222222222222222, 0.2222222222222222
39, 0.011904761904761904, 0.2896825396825398, 0.1309523809523809, 1, 0, 1, 0, 1, 0, 0.2857142857142857, 0, 0.3333333333333333, 0, 0.2857142857142857, 0.2857142857142857, 0.25, 0.25
40, 0.014880952380952384, 0.33134920634920617, 0.1619047619047619, 1, 0, 1, 1, 0, 0, 0.3333333333333333, 0, 0.375, 0, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 0.2857142857142857
41, 0.004166666666666666, 0.3694444444444451, 0.11111111111111102, 1, 0, 1, 1, 0, 1, 0.375, 0, 0.4, 0, 0.3333333333333333, 0.3333333333333333
42, 0.009523809523809532, 0.3873015873015869, 0.1444444444444445, 1, 0, 2, 0, 0, 1, 0.4, 0, 0.42857142857142855, 0, 0.4, 0.20000000000000018, 0.3333333333333333, 0.3333333333333333
43, 0.007142857142857152, 0.44285714285714306, 0.06666666666666674, 1, 0, 2, 0, 1, 0, 0.42857142857142855, 0, 0.5, 0, 0.4, 0.20000000000000018
44, 0.019642857142857115, 0.4314935064935066, 0.24361471861471867, 1, 1, 1, 0, 1, 0, 0.5, 0, 0.42857142857142855, 0.42857142857142855, 0.375, 0.375, 0.4, 0.20000000000000018
45, 0.004166666666666673, 0.3694444444444442, 0.30277777777777776, 1, 1, 1, 0, 0, 1, 0.375, 0.375, 0.3333333333333333, 0.3333333333333333, 0.4, 0.20000000000000018
46, 0.003968253968253968, 0.45767195767195723, 0.29100529100529116, 1, 1, 1, 1, 0, 0, 0.5, 0, 0.4444444444444444, 0.4444444444444444, 0.42857142857142855, 0.42857142857142855
47, 0.031746031746031744, 0.5052910052910051, 0.23148148148148148, 1, 1, 1, 1, 0, 1, 0.5, 0, 0.5714285714285714, 0, 0.5, 0.5, 0.4444444444444444, 0.4444444444444444
48, 0.007142857142857145, 0.5571428571428585, 0.16666666666666666, 1, 1, 1, 1, 1, 0, 0.5714285714285714, 0, 0.6, 0, 0.5, 0.5
49, 0.02361111111111111, 0.5641067538126359, 0.3028322440087146, 1, 1, 2, 0, 1, 0, 0.6, 0, 0.625, 0, 0.5555555555555556, 0.5555555555555556, 0.5, 0.5
50, 0.01686507936507936, 0.6101384998443826, 0.2449424214130094, 1, 1, 2, 0, 1, 1, 0.625, 0, 0.6666666666666666, 0, 0.5714285714285714, 0.5714285714285714, 0.5555555555555556, 0.5555555555555556
51, 0.03273809523809526, 0.6426767676767675, 0.31222943722943725, 1, 1, 2, 1, 0, 1, 0.6666666666666666, 0, 0.7142857142857143, 0, 0.625, 0.625, 0.5714285714285714, 0.5714285714285714
52, 0.026785714285714274, 0.6871693121693117, 0.33796296296296297, 1, 1, 2, 1, 1, 0, 0.7142857142857143, 0, 0.75, 0, 0.6666666666666666, 0.6666666666666666, 0.625, 0.625
53, 0.016666666666666663, 0.7388888888888901, 0.22222222222222204, 1, 1, 2, 1, 1, 1, 0.75, 0, 0.8, 0, 0.6666666666666666, 0.6666666666666666
54, 0.025000000000000022, 0.7574074074074074, 0.3148148148148149, 1, 1, 3, 0, 1, 1, 0.8, 0, 0.8333333333333334, 0, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666
55, 0.013095238095238104, 0.8074314574314551, 0.23939393939393985, 1, 1, 3, 1, 0, 1, 0.8333333333333334, 0, 0.8571428571428571, 0, 0.8, 0.40000000000000036, 0.75, 0.5
56, 0.007738095238095266, 0.8397741147741178, 0.19316239316239345, 1, 1, 3, 1, 1, 0, 0.8571428571428571, 0, 0.875, 0, 0.8333333333333334, 0.3333333333333339, 0.8, 0.40000000000000036
57, 0.02083333333333337, 0.9027777777777779, 0.1111111111111113, 1, 1, 3, 1, 1, 1, 0.875, 0, 1, 0, 0.8333333333333334, 0.3333333333333339
58, 0.055555555555555525, 0.87037037037037, 0.45370370370370416, 1, 2, 2, 1, 1, 1, 1, 0, 0.8333333333333334, 0.8333333333333334, 0.7777777777777778, 0.7777777777777778, 0.8333333333333334, 0.3333333333333339
59, 0.011111111111111044, 0.7898148148148163, 0.5731481481481486, 1, 2, 2, 1, 1, 0, 0.7777777777777778, 0.7777777777777778, 0.75, 0.75, 0.8, 0.40000000000000036, 0.8333333333333334, 0.3333333333333339
60, 0.01071428571428576, 0.7547619047619033, 0.5936507936507931, 1, 2, 2, 1, 0, 1, 0.75, 0.75, 0.7142857142857143, 0.7142857142857143, 0.75, 0.5, 0.8, 0.40000000000000036
61, 0.005952380952380931, 0.710317460317463, 0.6269841269841289, 1, 2, 2, 0, 1, 1, 0.7142857142857143, 0.7142857142857143, 0.6666666666666666, 0.6666666666666666, 0.75, 0.5
