nr, area, centroidx, centroidy, numBars, pixPerBar0, ..., pixPerBarN, vertex1x, vertex1y, vertex2x, ...
0, 0.041666666666666664, 0.027777777777777776, 0.36111111111111105, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08333333333333333, 0.08333333333333333, 0, 1
1, 0.0037878787878787915, 0.05808080808080805, 0.3914141414141412, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.08333333333333333, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0, 1
2, 0.010101010101010097, 0.06734006734006735, 0.4006734006734009, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.09090909090909091, 0.09090909090909091, 0.1111111111111111, 0.1111111111111111, 0, 1
3, 0.0069444444444444475, 0.07870370370370368, 0.41203703703703703, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.125, 0.125, 0, 1
4, 0.008928571428571425, 0.0892857142857143, 0.42261904761904756, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.125, 0.125, 0.14285714285714285, 0.14285714285714285, 0, 1
5, 0.03273809523809523, 0.0993867243867244, 0.5387806637806639, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.125, 0.625, 0, 1
6, 0.00622294372294372, 0.1547226927661711, 0.3772899805508505, 9, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0.16666666666666666, 0.16666666666666666, 0.18181818181818182, 0.18181818181818182, 0.14285714285714285, 0.5714285714285714, 0.125, 0.625
7, 0.011832611832611827, 0.18392519855934492, 0.3446685202782762, 9, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0.18181818181818182, 0.18181818181818182, 0.2222222222222222, 0.2222222222222222, 0.2, 0.3999999999999999, 0.14285714285714285, 0.5714285714285714
8, 0.0027777777777777783, 0.22407407407407398, 0.29074074074074063, 9, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0.2222222222222222, 0.2222222222222222, 0.25, 0.25, 0.2, 0.3999999999999999
9, 0.008333333333333338, 0.2055555555555557, 0.4722222222222223, 9, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.25, 0.25, 0.2, 0.6000000000000001, 0.16666666666666666, 0.6666666666666667, 0.2, 0.3999999999999999
10, 0.007738095238095249, 0.16022588522588516, 0.5909035409035407, 9, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.16666666666666666, 0.6666666666666667, 0.125, 0.75, 0.14285714285714285, 0.5714285714285714, 0.2, 0.3999999999999999
11, 0.001984126984126991, 0.12632275132275114, 0.6789021164021154, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0.125, 0.75, 0.1111111111111111, 0.7777777777777777, 0.125, 0.625, 0.14285714285714285, 0.5714285714285714
12, 0.006944444444444434, 0.07870370370370372, 0.8009259259259264, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.1111111111111111, 0.7777777777777777, 0, 1, 0.125, 0.625
13, 0.002777777777777775, 0.22407407407407387, 0.46851851851851917, 9, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.25, 0.25, 0.2222222222222222, 0.5555555555555554, 0.2, 0.6000000000000001
14, 0.006313131313131312, 0.24831649831649838, 0.3927609427609429, 9, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0.25, 0.25, 0.2727272727272727, 0.2727272727272727, 0.25, 0.5, 0.2222222222222222, 0.5555555555555554
